grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,curso_id,curso_busca,cidade_busca,uf_busca,cidade_filtro,universidade_nome,campus_nome,campus_id,nome,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
Bacharelado,Integral,9999.99,15,14,,,706710394154,Medicina,Campo Grande,MS,NTAwMjAwNDAyNzA0,Universidade Anhanguera - UNIDERP,CAMPO GRANDE - SEDE - Miguel Couto,706710,Medicina,740.22,726.46,,
Bacharelado,Noturno,9836.4,1,,,,104191210567043,Enfermagem,Crateus,CE,MjMwNDAxODA0MTAz,Faculdade Princesa do Oeste - FPO,UNIDADE SEDE - São Vicente,1041912,Enfermagem,663.36,,,
Bacharelado,Integral,9715.61,2,5,6,10,1002328574024,Medicina,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Universidade Cidade de São Paulo - UNICID,UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID - SEDE - Tatuapé,1002328,Medicina,739.62,738.08,738.96,718.64
Bacharelado,Noturno,9689.34,3,2,,,104191212798093,Psicologia,Crateus,CE,MjMwNDAxODA0MTAz,Faculdade Princesa do Oeste - FPO,UNIDADE SEDE - São Vicente,1041912,Psicologia,651.0,652.22,,
Bacharelado,Integral,9674.34,4,1,5,2,65899611932754,Medicina,Rio Branco,AC,MTIwMjAwNDAwNDAx,Faculdade Barão do Rio Branco - FAB,CAMPUS  - RIO BRANCO - JARDIM EUROPA II - Jardim Europa II,658996,Medicina,758.32,723.94,734.92,711.26
Bacharelado,Integral,9650.0,8,15,,,65781564964,Medicina,Presidente Prudente,SP,MzUwODAzNjQxNDA2,Universidade do Oeste Paulista - UNOESTE,CAMPUS I  SEDE ADMINISTRATIVA PRESIDENTE PRUDENTE - Cidade Universitária,657815,Medicina,738.92,728.86,,
Bacharelado,Integral,9564.0,3,5,,,65788486984,Medicina,Marilia,SP,MzUwOTAzODI5MDA1,Universidade de Marília - UNIMAR,UNIDADE SEDE - Campus Universitario,657884,Medicina,744.16,735.0,,
Bacharelado,Integral,9350.0,4,3,,,65861111850254,Medicina,Sao Joao Del Rei,MG,MzExMTA1ODYyNTAw,Centro Universitário Presidente Tancredo de Almeida Neves - UNIPTAN,UNIDADE SEDE (UNIDADE) - Fábricas,658611,Medicina,747.84,736.68,,
Bacharelado,Integral,9208.0,7,5,,,658099184724,Medicina,Cuiaba,MT,NTEwNDAxNzAzNDAz,Universidade de Cuiabá - UNIC/UNIME,UNIC - BEIRA RIO (SEDE) - Jardim Europa,658099,Medicina,735.4,725.36,,
Bacharelado,Integral,9048.0,13,4,,,10505911785244,Medicina,Lauro de Freitas,BA,MjkwNTAyMTE5MjA3,Faculdade de Ciências Agrárias e da Saúde - FAS,UNIDADE SEDE - Centro,105059,Medicina,741.04,730.36,,
Bacharelado,Integral,9023.07,4,4,5,5,65921511844324,Medicina,Itaperuna,RJ,MzMwMTAwMTAyMjA1,Faculdade Redentor - FACREDENTOR,CAMPUS  - ITAPERUNA - PRESIDENTE COSTA E SILVA - Presidente Costa e Silva,659215,Medicina,741.06,729.02,730.98,722.82
Bacharelado,Noturno,8695.43,5,1,,,1055878921193,Engenharia de Computação,Salvador,BA,MjkwNTAyMTI3NDA4,Universidade Salvador - UNIFACS,CAMPUS RIO VERMELHO - Rio Vermelho,1055878,Engenharia de Computação,747.9,637.54,,
Bacharelado,Integral,8600.0,2,9,,,65881713994834,Medicina,Rio Claro,SP,MzUwNjAyNjQzOTA3,Claretiano - Faculdade - Claretianorc - CLARETIANORC,CLARETIANO - FACULDADE - Cidade Claret,658817,Medicina,734.44,720.86,,
Bacharelado,Integral,8508.54,2,1,7,2,104123711716094,Medicina,Belem,PA,MTUwMzAwNzAxNDAy,Faculdade Metropolitana da Amazônia - FAMAZ,FACULDADE METROPOLITANA DA AMAZÔNIA - FAMAZ - Reduto,1041237,Medicina,741.36,739.9,760.8,715.1
Licenciatura,Matutino,8466.72,1,2,,,689693216461,Educação Física,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,UNIDADE MERCÊS - Mercês,689693,Educação Física,579.2,570.4,,
Bacharelado,Matutino,8466.72,1,4,,,6896933216461,Educação Física,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,UNIDADE MERCÊS - Mercês,689693,Educação Física,589.08,577.32,,
Bacharelado,Integral,8402.0,4,1,,,105821211803184,Medicina,Parnaiba,PI,MjIwMTAwMjA3NzAy,"Faculdade de Ciências Humanas,Exatas e da Saúde do Piauí - FAHESP","CAMPUS PRINCIPAL / FAHESP- FACULDADE DE CIÊNCIAS HUMANAS, EXATAS E DA SAÚDE DO PIAUÍ - Sabiazal",1058212,Medicina,772.82,739.86,,
Bacharelado,Integral,8350.0,4,3,,,699042726814,Medicina,Joao Pessoa,PB,MjUwNDAyMjA3NTA3,Faculdade de Medicina Nova Esperança - FAMENE,CAMPUS  - JOÃO PESSOA - Gramame,699042,Medicina,759.76,736.94,,
Bacharelado,Integral,8329.95,1,4,,,100369211074,Medicina,Caxias do Sul,RS,NDMwMjAxNjA1MTA4,Universidade de Caxias do Sul - UCS,CAMPUS SEDE - Petrópolis,1003692,Medicina,745.42,751.32,,
Bacharelado,Integral,8290.0,0,7,,,6576768684,Medicina,Curitiba,PR,NDExMDAzNzA2OTAy,Pontifícia Universidade Católica do Paraná - PUCPR,PUCPR - CAMPUS CURITIBA - Prado Velho,657676,Medicina,760.04,,,
Bacharelado,Integral,8281.38,3,1,6,2,105887911921884,Medicina,Imperatriz,MA,MjEwMjAwOTA1MzAy,Universidade do Ceuma - Uniceuma - UNICEUMA,UNIVERSIDADE DO CEUMA - UNICEUMA - CAMPUS IMPERATRIZ - Maranhão Novo,1058879,Medicina,756.46,737.88,747.14,717.6
Bacharelado,Integral,8281.37,4,1,8,2,658119591744,Medicina,Sao Luis,MA,MjEwMTAwMjExMzAw,Universidade do Ceuma - Uniceuma - UNICEUMA,UNICEUMA - CAMPUS RENASCENÇA - Renascença II,658119,Medicina,757.84,738.9,735.76,718.48
Bacharelado,Integral,8200.0,2,3,4,7,105596711902804,Medicina,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Faculdade das Américas - FAM,RUA AUGUSTA - Consolação,1055967,Medicina,735.84,724.7,738.42,723.28
Bacharelado,Integral,8200.0,6,10,,,25031009564,Medicina,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Universidade Anhembi Morumbi - UAM,CAMPUS MOOCA - Brás,2503,Medicina,744.72,728.54,,
Bacharelado,Integral,8195.0,1,1,4,3,137380663614,Medicina,Vespasiano,MG,MzEwNzAzMDcxMjA0,Faculdade da Saúde e Ecologia Humana - FASEH,UNIDADE SEDE - Jardim Alterosa,137380,Medicina,770.5,792.24,750.44,732.46
Bacharelado,Integral,8140.0,7,6,,,405659244,Medicina,Juiz de Fora,MG,MzExMjA2NTM2NzAy,Universidade Presidente Antônio Carlos - UNIPAC,CAMPUS VI-JUIZ DE FORA - Granjas Betânia,405,Medicina,742.4,733.34,,
Bacharelado,Integral,8125.0,5,8,,,256016294,Medicina,Campinas,SP,MzUwNzAzMjA5NTAy,Pontifícia Universidade Católica de Campinas - PUC-CAMPINAS,CAMPUS II - Jardim Ipaussurama,2560,Medicina,760.32,748.98,,
Bacharelado,Integral,8107.41,5,1,,,699950009794,Medicina,Salvador,BA,MjkwNTAyMTI3NDA4,Universidade Salvador - UNIFACS,CAMPUS PROFESSOR BARROS - Pituaçu,6999,Medicina,767.42,743.22,,
Bacharelado,Integral,8100.0,2,,4,1,108119413996154,Medicina,Jacobina,BA,MjkwMzAxMDE3NTA4,Faculdade Ages de Medicina - Faculdade AGES,CAMPUS PRINCIPAL - Nazaré,1081194,Medicina,732.7,,730.32,724.94
Bacharelado,Integral,7995.18,4,3,,,65941410292044,Medicina,Belo Horizonte,MG,MzEwNzAzMDA2MjAw,Faculdade de Minas Bh - FAMINAS-BH,CAMPUS  - BELO HORIZONTE - LARANJEIRAS - Laranjeiras,659414,Medicina,750.14,746.2,,
Bacharelado,Integral,7995.18,5,5,,,65886811637384,Medicina,Muriae,MG,MzExMjA2MzQzOTA2,Centro Universitário Faminas - Unifaminas - UNIFAMINAS,CAMPUS UNIVERSITÁRIO - Universitário,658868,Medicina,740.66,738.12,,
Bacharelado,Integral,7990.0,2,4,,,107783113635364,Medicina,Sao Jose dos Campos,SP,MzUxMzA1MDQ5OTA0,Faculdade de Ciências Médicas de São José dos Campos,FACULDADE DE CIÊNCIAS MÉDICAS DE SÃO JOSÉ DOS CAMPOS - HUMANITAS - Putim,1077831,Medicina,745.3,733.42,,
Bacharelado,Integral,7970.88,3,7,,,103635150009314,Medicina,Maringa,PR,NDEwMzAwOTE1MjAw,Centro Universitário Ingá,NOVA SEDE - Gleba Morangueiro,1036351,Medicina,739.66,727.82,,
Bacharelado,Matutino,7946.35,1,2,,,1004316634941,Psicologia,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,MARUMBY - Lindóia,1004316,Psicologia,604.02,627.78,,
Bacharelado,Integral,7928.0,3,5,,,706703822244,Medicina,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Universidade Nove de Julho - UNINOVE,UNIDADE VERGUEIRO SEDE - Liberdade,706703,Medicina,740.92,726.96,,
Bacharelado,Integral,7920.0,7,19,,,1003235594144,Medicina,Curitiba,PR,NDExMDAzNzA2OTAy,Universidade Positivo - UP,UNIVERSIDADE POSITIVO - CAMPUS SEDE - Campo Comprido,1003235,Medicina,742.4,726.6,,
Bacharelado,Integral,7832.7,2,3,,8,2457651144,Medicina,Fernandopolis,SP,MzUwMTAwMjE1NTA5,Universidade Brasil,CAMPUS VII - FERNANDÓPOLIS - Faz Sta Rita,2457,Medicina,736.04,721.54,736.58,
Bacharelado,Integral,7800.0,4,3,,,658670718594,Medicina,Ipatinga,MG,MzEwODAzOTMxMzA3,Instituto Metropolitano de Ensino Superior - IMES,UNIDADE SEDE - Veneza I,658670,Medicina,751.02,739.86,,
Bacharelado,Integral,7800.0,4,1,,,105458350008124,Medicina,Palmas,TO,MTcwMjAwNjIxMDAw,"Faculdade de Ciências Humanas, Econômicas e da Saúde - FAHESA/ITPAC PALMAS","FACULDADE DE CIÊNCIAS HUMANAS, ECONÔMICAS E DA SAÚDE - FAHESA - Plano Diretor Sul",1054583,Medicina,747.68,737.96,,
Bacharelado,Integral,7793.5,11,4,,,702329994764,Medicina,Araguaina,TO,MTcwMTAwMjAyMTA5,Centro Universitário Tocantinense Presidente Antônio Carlos - UNITPAC,CAMPUS ARAGUAÍNA - Setor Oeste,702329,Medicina,748.38,736.84,,
Bacharelado,Integral,7783.5,13,6,,,3349900844,Medicina,Fortaleza,CE,MjMwMzAxNjA0NDAw,Centro Universitário Christus - Unichristus - UNICHRISTUS,SEDE PARQUE ECOLOGICO - Papicu,3349,Medicina,767.9,745.0,,
Bacharelado,Integral,7755.0,2,4,,,65836311859034,Medicina,Ribeirao Preto,SP,MzUwMjAxNDQzNDAy,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,RIBEIRANIA - Ribeirânia,658363,Medicina,743.54,726.7,,
Bacharelado,Integral,7750.0,1,1,1,3,70703413994804,Medicina,Campo Mourao,PR,NDEwMjAwNTA0MzAz,Centro Universitário Integrado de Campo Mourão,UNIDADE CAMPUS - Jardim Batel,707034,Medicina,745.46,746.1,743.14,690.18
Bacharelado,Matutino,7717.82,1,2,,,1004316683271,Direito,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,MARUMBY - Lindóia,1004316,Direito,621.12,585.1,,
Bacharelado,Noturno,7717.82,1,2,,,1004316683273,Direito,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,MARUMBY - Lindóia,1004316,Direito,637.22,596.5,,
Bacharelado,Integral,7686.0,5,4,,,65784811906674,Medicina,Joao Pessoa,PB,MjUwNDAyMjA3NTA3,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,657848,Medicina,764.32,743.76,,
Bacharelado,Integral,7680.75,9,5,,,659109904834,Medicina,Campina Grande,PB,MjUwMzAxNzA0MDA5,Faculdade de Ciências Médicas de Campina Grande - FCM,CAMPUS  - CAMPINA GRANDE - ITARARÉ - Itararé,659109,Medicina,758.7,744.24,,
Bacharelado,Integral,7674.53,6,5,,,65792598054,Medicina,Teresopolis,RJ,MzMwNjAxNTA1ODAy,Centro Universitário Serra dos Órgãos - UNIFESO,CAMPUS ANTÔNIO PAULO CAPANEMA DE SOUZA - Alto,657925,Medicina,744.5,733.1,,
Bacharelado,Integral,7654.61,5,4,,,3705649184,Medicina,Belo Horizonte,MG,MzEwNzAzMDA2MjAw,Universidade José do Rosário Vellano - UNIFENAS,BELO HORIZONTE - ITAPOÃ - Itapoã,3705,Medicina,752.5,748.8,,
Bacharelado,Integral,7620.17,1,1,,,65842811906214,Medicina,Uba,MG,MzExMjA2NDY5OTAx,Faculdade Ubaense Ozanam Coelho - FAGOC,CAMPUS SEMINÁRIO - UNIDADE SEDE - Seminário,658428,Medicina,758.9,749.12,,
Bacharelado,Integral,7560.0,0,2,1,4,65912011881274,Medicina,Passo Fundo,RS,NDMwMTAxMDE0MTAw,Faculdade Meridional - IMED,CAMPUS IMED - Cruzeiro,659120,Medicina,753.9,,754.18,733.98
Bacharelado,Integral,7558.5,1,2,,,149610591794,Medicina,Londrina,PR,NDEwMzAxMTEzNzAw,Pontifícia Universidade Católica do Paraná - PUCPR,CAMPUS LONDRINA - Vila Hípica,1496,Medicina,764.32,746.68,,
Bacharelado,Integral,7518.0,2,4,,,185511082814,Medicina,Betim,MG,MzEwNzAzMDA2NzA1,Pontifícia Universidade Católica de Minas Gerais - PUC MINAS,UNIDADE/POLO BETIM - Ingá,1855,Medicina,755.42,752.22,,
Bacharelado,Integral,7486.44,0,11,,,100645418794,Medicina,Porto Alegre,RS,NDMwNTAyNjE0OTAy,Pontifícia Universidade Católica do Rio Grande do Sul - PUCRS,CENTRAL - PORTO ALEGRE - Partenon,1006454,Medicina,762.58,,,
Bacharelado,Integral,7484.21,6,5,,,626506624,Medicina,Caratinga,MG,MzEwODA0MDEzNDA0,Centro Universitário de Caratinga - Unec - UNEC,UNIDADE ACADÊMICA II - Bairro das Graças,626,Medicina,738.22,765.64,,
Bacharelado,Integral,7480.0,5,2,,,65833250013414,Medicina,Barreiras,BA,MjkwMTAwMTAzMjAx,Faculdade São Francisco de Barreiras - Fasb - FASB,CAMPUS - BARREIRAS - Ribeirão,658332,Medicina,745.4,734.34,,
Bacharelado,Integral,7476.97,13,5,,,1054150727674,Medicina,Porto Nacional,TO,MTcwMjAwNjE4MjA0,Faculdade Presidente Antônio Carlos - FAPAC,ITPAC - PORTO NACIONAL - Jardim dos Ypês,1054150,Medicina,744.32,731.88,,
Bacharelado,Integral,7455.5,,,3,5,657741198504,Medicina,Ribeirao Preto,SP,MzUwMjAxNDQzNDAy,Centro Universitário Barão de Mauá - Cbm - CBM,UNIDADE CENTRAL - Jardim Paulista,657741,Medicina,,,752.8,726.1
Bacharelado,Integral,7434.24,2,5,,,657950105914,Medicina,Mogi das Cruzes,SP,MzUxNTA2MjMwNjA3,Universidade de Mogi das Cruzes - UMC,CAMPUS CENTRO CÍVICO - Centro Cívico,657950,Medicina,735.78,697.22,,
Bacharelado,Integral,7429.01,3,3,,,657746203604,Medicina,Uberaba,MG,MzEwNTAyMjcwMTA3,Universidade de Uberaba - UNIUBE,CAMPUS SEDE - UBERABA - 657746X - Universitário,657746,Medicina,757.34,743.9,,
Bacharelado,Integral,7412.7,8,5,5,3,1079920726674,Medicina,Joao Pessoa,PB,MjUwNDAyMjA3NTA3,Faculdade de Ciências Médicas da Paraíba - FCM-PB,LADEIRA DE S FRANCISCO - Centro,1079920,Medicina,754.98,733.6,748.78,727.58
Bacharelado,Integral,7389.0,2,5,,,133011365094,Medicina,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Faculdade Santa Marcelina - FASM,UNIDADE ITAQUERA - Itaquera,1330,Medicina,763.1,731.78,,
Bacharelado,Noturno,7360.35,1,2,,,100431613322983,Engenharia de Produção,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,MARUMBY - Lindóia,1004316,Engenharia de Produção,605.58,586.88,,
Bacharelado,Integral,7350.3,5,5,,,10001841006884,Medicina,Belo Horizonte,MG,MzEwNzAzMDA2MjAw,Centro Universitário de Belo Horizonte - Uni-Bh - UNI-BH,CAMPUS ESTORIL - UNIDADE SEDE - Estoril,1000184,Medicina,751.68,744.8,,
Bacharelado,Integral,7349.0,2,2,,,65783171054,Medicina,Barbacena,MG,MzExMTA1OTA1NjA4,Faculdade de Medicina de Barbacena - FAME,UNIDADE SEDE - São Sebastião,657831,Medicina,764.7,738.9,,
Bacharelado,Integral,7340.03,2,13,,,65790193264,Medicina,Canoas,RS,NDMwNTAyNjA0NjA2,Universidade Luterana do Brasil - ULBRA,ULBRA CANOAS - São José,657901,Medicina,739.92,692.6,,
Bacharelado,Integral,7295.0,1,,2,1,65924911896074,Medicina,Ponte Nova,MG,MzExMjA2MDUyMTA1,Faculdade Dinâmica do Vale do Piranga - FADIP,UNIDADE SEDE - Paraíso,659249,Medicina,748.96,,764.4,728.54
Bacharelado,Integral,7290.0,5,2,,,65986212005784,Medicina,Maceio,AL,MjcwMzAxMTA0MzAy,Centro Universitário Tiradentes - FITS,CAMPUS  - MACEIÓ - CRUZ DAS ALMAS - Cruz das Almas,659862,Medicina,753.02,735.26,,
Bacharelado,Integral,7250.0,3,2,,,105527111683134,Medicina,Olinda,PE,MjYwNTAxNzA5NjAw,Faculdade de Medicina de Olinda - FMO,OLINDA-BAIRRO NOVO - Bairro Novo,1055271,Medicina,748.88,733.34,,
Bacharelado,Integral,7235.0,9,8,,,1038222900594,Medicina,Paracatu,MG,MzEwMTAwMjQ3MDA2,Faculdade Atenas,UNIDADE I - Lavrado,1038222,Medicina,737.82,729.94,,
Bacharelado,Integral,7225.71,1,3,,,65854813903094,Medicina,Pato Branco,PR,NDEwNzAyNzE4NTAx,Faculdade de Pato Branco - FADEP,UNIDADE SEDE - Fraron,658548,Medicina,743.86,791.68,,
Bacharelado,Integral,7216.79,2,3,4,8,65793650009334,Medicina,Franca,SP,MzUwMjAxMjE2MjAw,Universidade de Franca - UNIFRAN,POLO NA SEDE - Parque Universitário,657936,Medicina,744.88,730.88,741.36,721.08
Bacharelado,Integral,7214.0,3,1,,,105738811791894,Medicina,Vitoria da Conquista,BA,MjkwNjAyODMzMzA3,Faculdade de Saúde Santo Agostinho de VItória da Conquista - FASA,CAMPUS PRINCIPAL - Candeias,1057388,Medicina,753.72,738.4,,
Bacharelado,Integral,7100.0,3,2,,,59213994894,Medicina,Pocos de Caldas,MG,MzExMDA1MTUxODAw,Pontifícia Universidade Católica de Minas Gerais - PUC MINAS,UNIDADE/POLO POÇOS DE CALDAS - Jardim Country Club,592,Medicina,747.62,737.26,,
Bacharelado,Integral,7094.0,1,1,1,,65944411914154,Medicina,Patos,PB,MjUwMTAwNDEwODA4,Faculdades Integradas de Patos - FIP,UNIDADE SEDE - Belo Horizonte,659444,Medicina,758.56,758.12,713.66,
Bacharelado,Integral,7065.8,3,2,,,3366111023604,Medicina,Governador Valadares,MG,MzEwODAzNzI3NzAx,Universidade Vale do Rio Doce - UNIVALE,CAMPUS ANTONIO RODRIGUES COELHO - Universitário,33661,Medicina,746.38,762.74,,
Bacharelado,Integral,7065.29,2,4,,,692496184474,Medicina,Ribeirao Preto,SP,MzUwMjAxNDQzNDAy,Universidade de Ribeirão Preto - UNAERP,RIBEIRÃO PRETO (SEDE) - RIBEIRÂNIA,692496,Medicina,749.8,736.78,,
Bacharelado,Integral,7064.77,5,4,,,65768923044,Medicina,Alfenas,MG,MzExMDA0OTAxNjA3,Universidade José do Rosário Vellano - UNIFENAS,CAMPUS  - ALFENAS - CAMPUS UNIVERSITÁRIO - Campus Universitário,657689,Medicina,749.8,745.48,,
Bacharelado,Integral,7051.75,1,5,,,65767813977734,Medicina,Sao Leopoldo,RS,NDMwNTAyNjE4NzA1,Universidade do Vale do Rio dos Sinos - UNISINOS,SEDE - Cristo Rei,657678,Medicina,737.08,718.9,,
Bacharelado,Integral,7042.0,6,18,,,65784776764,Medicina,Belo Horizonte,MG,MzEwNzAzMDA2MjAw,Faculdade de Ciências Médicas de Minas Gerais - FCMMG,FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS - Centro,657847,Medicina,758.5,759.58,,
Bacharelado,Integral,7030.0,1,1,1,1,7052291076664,Medicina,Montes Claros,MG,MzEwMjAwNzQzMzAy,Faculdades Integradas Pitágoras - FIP-MOC,UNIDADE SEDE - Ibituruna,705229,Medicina,765.76,741.1,774.96,750.64
Bacharelado,Matutino,6990.33,0,1,,,68969310741451,Enfermagem,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,UNIDADE MERCÊS - Mercês,689693,Enfermagem,606.78,,,
Bacharelado,Noturno,6990.33,1,2,,,68969310741453,Enfermagem,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,UNIDADE MERCÊS - Mercês,689693,Enfermagem,622.02,564.76,,
Bacharelado,Integral,6990.0,5,4,,,2819845034,Medicina,Vassouras,RJ,MzMwNjAxNDA2MjA2,Universidade Severino Sombra - USS,UNIVERSIDADE SEVERINO SOMBRA - CENTRO,28198,Medicina,761.96,739.84,,
Bacharelado,Integral,6984.0,3,5,,,1793112334,Medicina,Sorocaba,SP,MzUxMjA0NjUyMjA1,Pontifícia Universidade Católica de São Paulo - PUCSP,SOROCABA - CAMPUS SOROCABA - Centro,1793,Medicina,763.16,751.7,,
Bacharelado,Integral,6950.0,3,3,,,65792497724,Medicina,Petropolis,RJ,MzMwNjAxNTAzOTA2,Faculdade de Medicina de Petrópolis - FMP,CAMPUS BARÃO DO RIO BRANCO - PETRÓPOLIS/RJ - Centro,657924,Medicina,753.7,751.3,,
Bacharelado,Integral,6922.15,0,3,,,65772213855214,Medicina,Rio do Sul,SC,NDIwNDAxMTE0ODA1,Centro Universitário para O Desenvolvimento do Alto Vale do Itajaí - UNIDAVI,CAMPUS DE RIO DO SUL - SEDE - Jardim América,657722,Medicina,735.66,,,
Bacharelado,Integral,6909.97,4,3,9,5,658461856524,Medicina,Porto Velho,RO,MTEwMTAwMTAwMjA1,Centro Universitário São Lucas - UniSL,CAMPUS  - PORTO VELHO - AREAL - Areal,658461,Medicina,742.72,720.2,729.72,711.68
Bacharelado,Matutino,6903.9,1,4,,,689693216621,Fisioterapia,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,UNIDADE MERCÊS - Mercês,689693,Fisioterapia,611.06,630.6,,
Bacharelado,Noturno,6903.9,0,1,,,689693216623,Fisioterapia,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,UNIDADE MERCÊS - Mercês,689693,Fisioterapia,612.76,,,
Bacharelado,Integral,6900.0,6,6,,,14721111932644,Medicina,Manhuacu,MG,MzExMjA2MTM5NDA5,Faculdade de Ciências Gerenciais de Manhuaçu - FACIG,CAMPUS ALFA SUL - Alfa Sul,147211,Medicina,737.1,733.06,,
Bacharelado,Integral,6803.0,3,2,,,658612862884,Medicina,Montes Claros,MG,MzEwMjAwNzQzMzAy,Instituto de Ciências da Saúde - ICS,CAMPUS JK - JK,658612,Medicina,751.66,740.5,,
Bacharelado,Integral,6757.92,8,7,,,25918518354,Medicina,Brasilia,DF,NTMwMTAwMTAwMTA4,Faculdades Integradas da União Educacional do Planalto Central - Faciplac - FACIPLAC,UNIDADE GAMA - Setor Leste Gama,25918,Medicina,745.58,731.24,,
Bacharelado,Integral,6737.5,10,4,,,658582726694,Medicina,Teresina,PI,MjIwMjAwMzExMDAx,Centro Universitário Uninovafapi - UNINOVAFAPI,CAMPUS - TERESINA - URUGUAI - Uruguai,658582,Medicina,766.22,748.98,,
Bacharelado,Integral,6680.66,3,7,,,6580651009584,Medicina,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Centro Universitário São Camilo - SAO CAMILO,CAMPUS  - SÃO PAULO - IPIRANGA - Ipiranga,658065,Medicina,749.46,729.16,,
Bacharelado,Matutino,6552.52,1,2,,,1004316487721,Administração,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,MARUMBY - Lindóia,1004316,Administração,558.22,592.68,,
Bacharelado,Noturno,6552.52,1,2,,,1004316487723,Administração,Curitiba,PR,NDExMDAzNzA2OTAy,Faculdade Dom Bosco - FDB,MARUMBY - Lindóia,1004316,Administração,559.12,567.38,,
Bacharelado,Integral,6547.0,1,3,,,657723200584,Medicina,Joinville,SC,NDIwMjAwODA5MTAy,Universidade da Região de Joinville - UNIVILLE,CAMPUS JOINVILLE - BOM RETIRO - Campus Universitário - Zona Industrial,657723,Medicina,739.8,732.26,,
Bacharelado,Integral,6534.41,4,2,,,658870984094,Medicina,Cacoal,RO,MTEwMjAwNjAwMDQ5,Faculdade de Ciências Biomédicas de Cacoal - FACIMED,UNIDADE SEDE - Jardim Clodoaldo,658870,Medicina,737.1,718.38,,
Bacharelado,Integral,6505.09,10,8,,,2445912194,Medicina,Natal,RN,MjQwNDAxODA4MTAy,Universidade Potiguar - UNP,CAMPUS NATAL - UNIDADE SALGADO FILHO - Lagoa Nova,2445,Medicina,750.88,740.5,,
Bacharelado,Integral,6502.0,3,2,,,6594671080144,Medicina,Patos de Minas,MG,MzEwNTAyMDQ4MDA0,Centro Universitário de Patos de Minas - Unipam - UNIPAM,UNIDADE SEDE - Caiçaras,659467,Medicina,765.56,734.88,,
Bacharelado,Integral,6490.0,5,2,,,65787350000014,Medicina,Aracaju,SE,MjgwMzAxMTAwMzA4,Universidade Tiradentes - UNIT,CAMPUS ARACAJU FAROLÂNDIA - Farolândia,657873,Medicina,753.04,742.36,,
Bacharelado,Integral,6484.47,3,2,,,690864844084,Medicina,Goiania,GO,NTIwMzAxMDA4NzA3,Pontifícia Universidade Católica de Goiás - PUC GOIÁS,GOIÂNIA (SEDE) - SETOR UNIVERSITÁRIO,690864,Medicina,763.24,749.98,,
Bacharelado,Integral,6484.0,6,5,,,105582350013004,Medicina,Mineiros,GO,NTIwNTAxMzEzMTAz,Faculdade Mineirense - FAMA,ANEXO I - CLÍNICAS - Vila Machado,1055823,Medicina,738.36,728.1,,
Bacharelado,Integral,6470.3,1,3,,,1002398913994,Medicina,Santa Cruz do Sul,RS,NDMwNDAyMDE2ODA4,Universidade de Santa Cruz do Sul - UNISC,SANTA CRUZ DO SUL (SEDE) - Universitário,1002398,Medicina,751.18,762.86,,
Bacharelado,Integral,6414.74,7,4,,,105983611087864,Medicina,Recife,PE,MjYwNTAxNzExNjA2,Centro Universitário Maurício de Nassau - UNINASSAU,BOA VIAGEM - Boa Viagem,1059836,Medicina,749.26,737.48,,
Bacharelado,Integral,6399.14,3,3,,,657876488544,Medicina,Brasilia,DF,NTMwMTAwMTAwMTA4,Universidade Católica de Brasília - UCB,BRASILIA - UNIVERSIDADE CATÓLICA DE BRASÍLIA - Areal (Águas Claras),657876,Medicina,757.44,759.72,,
Bacharelado,Integral,6398.55,1,1,1,4,66007913994844,Medicina,Guarapuava,PR,NDEwODAyOTA5NDAx,Faculdade Campo Real - CAMPO REAL,BLOCO 1 - Santa Cruz,660079,Medicina,781.2,731.04,745.06,741.0
