grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,curso_id,curso_busca,cidade_busca,uf_busca,cidade_filtro,universidade_nome,campus_nome,campus_id,nome,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
Tecnológico,Curso a Distância,349.16,0,1,,,106341611700315,Gestão Ambiental,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,SÃO PAULO - LAPA - Lapa,1063416,Gestão Ambiental,450.0,,,
Tecnológico,Curso a Distância,349.16,1,1,,,861713141395,Gestão da Tecnologia da Informação,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,SÃO PAULO - VILA MARIANA - Bela Vista,8617,Gestão da Tecnologia da Informação,513.14,450.0,,
Bacharelado,Curso a Distância,349.16,1,3,,,861713428125,Ciências Econômicas,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,SÃO PAULO - VILA MARIANA - Bela Vista,8617,Ciências Econômicas,578.5,586.88,,
Tecnológico,Curso a Distância,349.16,1,1,,,6002251112665,Agronegócio,Sao VIcente,SP,MzUxNTA2MzUxMDA5,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,SÃO VICENTE - Centro,600225,Agronegócio,550.24,501.38,,
Bacharelado,Curso a Distância,349.16,0,1,,,87501210265,Administração,Suzano,SP,MzUxNTA2MjUyNTAy,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,SUZANO - Centro,8750,Administração,537.0,,,
Tecnológico,Curso a Distância,349.16,0,1,,,875013141425,Segurança no Trabalho,Suzano,SP,MzUxNTA2MjUyNTAy,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,SUZANO - Centro,8750,Segurança no Trabalho,585.54,,,
Bacharelado,Curso a Distância,349.0,1,,,,107794813637015,Enfermagem,Manaus,AM,MTMwMzAwNzAyNjAz,Universidade Paulista - UNIP,POLO EAD MANAUS I - Centro,1077948,Enfermagem,578.62,,,
Bacharelado,Curso a Distância,349.0,1,1,,,961413637015,Enfermagem,Fortaleza,CE,MjMwMzAxNjA0NDAw,Universidade Paulista - UNIP,FORTALEZA I - Fátima,9614,Enfermagem,636.04,679.28,,
Tecnológico,Curso a Distância,349.0,1,1,,,105156813445195,Embelezamento e Imagem Pessoal,Lagoa da Prata,MG,MzEwNjAyNjM3MjA1,Universidade Pitágoras Unopar,LAGOA DA PRATA/MG (1051568) - Marília,1051568,Embelezamento e Imagem Pessoal,542.66,524.64,,
Licenciatura,Curso a Distância,349.0,7,2,,,200795513001225,Educação Física,Cameta,PA,MTUwNDAxMTAyMTAz,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE CAMETÁ/PA - Centro,2007955,Educação Física,600.08,576.42,,
Licenciatura,Curso a Distância,349.0,4,1,,,106476213001225,Educação Física,Capitao Poco,PA,MTUwNDAxMzAyMzAx,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE CAPITÃO POÇO/PA - Rodoviário,1064762,Educação Física,564.8,556.9,,
Tecnológico,Curso a Distância,349.0,2,,,,105156213445195,Embelezamento e Imagem Pessoal,Itaituba,PA,MTUwNTAxNDAzNjA2,Universidade Pitágoras Unopar,ITAITUBA/PA (1051562) - Bela Vista,1051562,Embelezamento e Imagem Pessoal,538.5,,,
Bacharelado,Curso a Distância,349.0,1,1,,,967313637015,Enfermagem,Teresina,PI,MjIwMjAwMzExMDAx,Universidade Paulista - UNIP,TERESINA I - Centro,9673,Enfermagem,610.48,594.78,,
Bacharelado,Curso a Distância,349.0,0,1,,,3071979805,Administração,Cornelio Procopio,PR,NDEwNDAxNTA2NDA3,Universidade Pitágoras Unopar,CORNELIO PROCOPIO/PR (3071) - Centro,3071,Administração,611.14,,,
Bacharelado,Curso a Distância,349.0,1,,,,990413637015,Enfermagem,Porto Velho,RO,MTEwMTAwMTAwMjA1,Universidade Paulista - UNIP,PORTO VELHO - Nossa Senhora das Graças,9904,Enfermagem,604.2,,,
Tecnológico,Curso a Distância,349.0,0,3,,,314713445195,Embelezamento e Imagem Pessoal,Ijui,RS,NDMwMTAwODEwMjA3,Universidade Pitágoras Unopar,IJUI/RS (3147) - Centro,3147,Embelezamento e Imagem Pessoal,535.82,,,
Bacharelado,Curso a Distância,349.0,0,1,,,3192979825,Ciências Contábeis,Santiago,RS,NDMwMzAxNzE3NDAw,Universidade Pitágoras Unopar,SANTIAGO/RS (3192) - Centro,3192,Ciências Contábeis,634.54,,,
Licenciatura,Curso a Distância,349.0,0,3,,,2461413753655,Física,Rio do Sul,SC,NDIwNDAxMTE0ODA1,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE RIO DO SUL/SC - Itoupava,24614,Física,450.0,,,
Tecnológico,Curso a Distância,349.0,0,2,,,703213445195,Embelezamento e Imagem Pessoal,Sao Lourenco do Oeste,SC,NDIwMTAwMjE2OTA5,Universidade Pitágoras Unopar,SAO LOURENCO DO OESTE/SC (7032) - Cruzeiro,7032,Embelezamento e Imagem Pessoal,450.0,,,
Bacharelado,Curso a Distância,349.0,2,3,,,108497514203125,Educação Física,Bauru,SP,MzUwNDAyMDA2MDAz,Centro Universitário de Jaguariúna - Faj - FAJ,BAURU - Vila Santo Antônio,1084975,Educação Física,450.0,505.26,,
Licenciatura,Curso a Distância,349.0,2,3,,,108497514203155,Educação Física,Bauru,SP,MzUwNDAyMDA2MDAz,Centro Universitário de Jaguariúna - Faj - FAJ,BAURU - Vila Santo Antônio,1084975,Educação Física,450.0,450.0,,
Bacharelado,Curso a Distância,349.0,2,3,,,108497314203125,Educação Física,Campinas,SP,MzUwNzAzMjA5NTAy,Centro Universitário de Jaguariúna - Faj - FAJ,CAMPINAS - Cambuí,1084973,Educação Física,550.32,450.0,,
Licenciatura,Curso a Distância,349.0,2,3,,,108497314203155,Educação Física,Campinas,SP,MzUwNzAzMjA5NTAy,Centro Universitário de Jaguariúna - Faj - FAJ,CAMPINAS - Cambuí,1084973,Educação Física,484.18,450.0,,
Bacharelado,Curso a Distância,349.0,2,3,,,108496514203125,Educação Física,Holambra,SP,MzUwNzAzMjE5MDU1,Centro Universitário de Jaguariúna - Faj - FAJ,HOLAMBRA - Fund-o,1084965,Educação Física,450.0,450.0,,
Licenciatura,Curso a Distância,349.0,2,3,,,108496514203155,Educação Física,Holambra,SP,MzUwNzAzMjE5MDU1,Centro Universitário de Jaguariúna - Faj - FAJ,HOLAMBRA - Fund-o,1084965,Educação Física,450.0,450.0,,
Bacharelado,Curso a Distância,349.0,2,3,,,106015614203125,Educação Física,Indaiatuba,SP,MzUwNzAzMjIwNTA5,Centro Universitário de Jaguariúna - Faj - FAJ,MAX PLANCK - Jardim Pedroso,1060156,Educação Física,494.12,450.0,,
Licenciatura,Curso a Distância,349.0,2,3,,,106015614203155,Educação Física,Indaiatuba,SP,MzUwNzAzMjIwNTA5,Centro Universitário de Jaguariúna - Faj - FAJ,MAX PLANCK - Jardim Pedroso,1060156,Educação Física,450.0,450.0,,
Bacharelado,Curso a Distância,349.0,2,3,,,108497814203125,Educação Física,Itatiba,SP,MzUxMjA0ODIzNDA0,Centro Universitário de Jaguariúna - Faj - FAJ,ITATIBA - Vila Brasileira,1084978,Educação Física,461.98,450.0,,
Licenciatura,Curso a Distância,349.0,2,3,,,108497814203155,Educação Física,Itatiba,SP,MzUxMjA0ODIzNDA0,Centro Universitário de Jaguariúna - Faj - FAJ,ITATIBA - Vila Brasileira,1084978,Educação Física,450.0,457.88,,
Bacharelado,Curso a Distância,349.0,2,3,,,65852214203125,Educação Física,Jaguariuna,SP,MzUwNzAzMjI0NzA5,Centro Universitário de Jaguariúna - Faj - FAJ,CAMPUS I - Jardim Dom Bosco,658522,Educação Física,486.9,450.0,,
Licenciatura,Curso a Distância,349.0,2,3,,,65852214203155,Educação Física,Jaguariuna,SP,MzUwNzAzMjI0NzA5,Centro Universitário de Jaguariúna - Faj - FAJ,CAMPUS I - Jardim Dom Bosco,658522,Educação Física,450.0,450.0,,
Bacharelado,Curso a Distância,349.0,2,3,,,324714203125,Educação Física,Jaguariuna,SP,MzUwNzAzMjI0NzA5,Centro Universitário de Jaguariúna - Faj - FAJ,CAMPUS II - Tanquinho Velho,3247,Educação Física,450.0,450.0,,
Licenciatura,Curso a Distância,349.0,2,3,,,324714203155,Educação Física,Jaguariuna,SP,MzUwNzAzMjI0NzA5,Centro Universitário de Jaguariúna - Faj - FAJ,CAMPUS II - Tanquinho Velho,3247,Educação Física,450.0,450.0,,
Tecnológico,Matutino,349.0,2,3,,20,104213413048731,Logística,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Faculdade Seqüencial,UNIDADE SEDE - Parque Maria Helena,1042134,Logística,469.58,450.0,450.0,
Tecnológico,Noturno,349.0,1,2,,20,104213413048733,Logística,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Faculdade Seqüencial,UNIDADE SEDE - Parque Maria Helena,1042134,Logística,475.78,493.24,450.0,
Tecnológico,Matutino,349.0,2,3,,20,104213412593041,Gestão de Recursos Humanos,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Faculdade Seqüencial,UNIDADE SEDE - Parque Maria Helena,1042134,Gestão de Recursos Humanos,450.0,450.0,450.0,
Tecnológico,Noturno,349.0,1,3,,20,104213412593043,Gestão de Recursos Humanos,Sao Paulo,SP,MzUxNTA2MTUwMzA4,Faculdade Seqüencial,UNIDADE SEDE - Parque Maria Helena,1042134,Gestão de Recursos Humanos,496.46,493.94,450.0,
Bacharelado,Curso a Distância,349.0,0,1,,,23033893095,Ciências Contábeis,Sumare,SP,MzUwNzAzMjUyNDAz,Universidade Anhanguera - UNIDERP,SUMARE/SP (23033) - Jardim Primavera,23033,Ciências Contábeis,584.8,,,
Tecnológico,Curso a Distância,348.75,1,,,,798211813175,Gestão de Recursos Humanos,Cruz das Almas,BA,MjkwNTAyMDA5ODAy,Universidade Salvador - UNIFACS,POLO CRUZ DAS ALMAS - Lauro Passos,7982,Gestão de Recursos Humanos,549.4,,,
Licenciatura,Curso a Distância,348.75,2,,,,7956975075,Pedagogia,Ilheus,BA,MjkwNzAzMTEzNjA2,Universidade Salvador - UNIFACS,POLO ILHÉUS - Centro,7956,Pedagogia,565.54,,,
Licenciatura,Curso a Distância,348.75,4,1,,,2004095975075,Pedagogia,Jacobina,BA,MjkwMzAxMDE3NTA4,Universidade Salvador - UNIFACS,POLO JACOBINA - Centro,2004095,Pedagogia,576.26,566.74,,
Licenciatura,Curso a Distância,348.75,5,2,,,7006975075,Pedagogia,Juazeiro,BA,MjkwMjAwNDE4NDA3,Universidade Salvador - UNIFACS,POLO JUAZEIRO - Coréia,7006,Pedagogia,565.42,548.88,,
Tecnológico,Curso a Distância,348.75,3,1,,,200415311813175,Gestão de Recursos Humanos,Santo Amaro,BA,MjkwNTAyMDI4NjA0,Universidade Salvador - UNIFACS,POLO SANTO AMARO - Centro,2004153,Gestão de Recursos Humanos,496.04,514.06,,
Licenciatura,Curso a Distância,348.75,1,,,,200057511516795,Pedagogia,Goiania,GO,NTIwMzAxMDA4NzA3,Universidade Anhembi Morumbi - UAM,POLO GOIANIA - Jardim América,2000575,Pedagogia,494.46,,,
Licenciatura,Curso a Distância,348.75,1,,,,200053811516795,Pedagogia,Belo Horizonte,MG,MzEwNzAzMDA2MjAw,Universidade Anhembi Morumbi - UAM,POLO BELO HORIZONTE - Santo Agostinho,2000538,Pedagogia,524.16,,,
Licenciatura,Curso a Distância,348.75,0,1,,,108265411516795,Pedagogia,Porto Alegre,RS,NDMwNTAyNjE0OTAy,Universidade Anhembi Morumbi - UAM,POLO PORTO ALEGRE - Centro Histórico,1082654,Pedagogia,514.94,,,
Tecnológico,Curso a Distância,348.75,2,8,,,20005701006265,Processos Gerenciais,Florianopolis,SC,NDIwNTAxNjA1NDA3,Universidade Anhembi Morumbi - UAM,POLO FLORIANÓPOLIS - Centro,2000570,Processos Gerenciais,495.06,450.0,,
Tecnológico,Curso a Distância,348.75,1,3,,,20005701005575,Marketing,Florianopolis,SC,NDIwNTAxNjA1NDA3,Universidade Anhembi Morumbi - UAM,POLO FLORIANÓPOLIS - Centro,2000570,Marketing,536.48,512.16,,
Tecnológico,Curso a Distância,348.75,1,6,,,200057011147655,Gestão de Recursos Humanos,Florianopolis,SC,NDIwNTAxNjA1NDA3,Universidade Anhembi Morumbi - UAM,POLO FLORIANÓPOLIS - Centro,2000570,Gestão de Recursos Humanos,548.24,532.1,,
Tecnológico,Curso a Distância,348.75,0,1,,,200057011323195,Gestão Comercial,Florianopolis,SC,NDIwNTAxNjA1NDA3,Universidade Anhembi Morumbi - UAM,POLO FLORIANÓPOLIS - Centro,2000570,Gestão Comercial,450.0,,,
Tecnológico,Curso a Distância,348.75,0,1,,,20005821006265,Processos Gerenciais,Guarulhos,SP,MzUxNTA1OTE4ODAw,Universidade Anhembi Morumbi - UAM,POLO GUARULHOS - Parque Renato Maia,2000582,Processos Gerenciais,560.18,,,
Tecnológico,Curso a Distância,348.75,0,1,,,200058211310425,Logística,Guarulhos,SP,MzUxNTA1OTE4ODAw,Universidade Anhembi Morumbi - UAM,POLO GUARULHOS - Parque Renato Maia,2000582,Logística,556.7,,,
Tecnológico,Curso a Distância,348.75,0,1,,,20005821006245,Gestão Financeira,Guarulhos,SP,MzUxNTA1OTE4ODAw,Universidade Anhembi Morumbi - UAM,POLO GUARULHOS - Parque Renato Maia,2000582,Gestão Financeira,450.0,,,
Licenciatura,Curso a Distância,348.75,0,1,,,108249911516795,Pedagogia,Itaquaquecetuba,SP,MzUxNTA2MjIzMTA3,Universidade Anhembi Morumbi - UAM,POLO ITAQUAQUECETUBA - Vila Virgínia,1082499,Pedagogia,608.5,,,
Tecnológico,Curso a Distância,348.75,1,1,,,200059911310425,Logística,Jundiai,SP,MzUxMjA0NzI1OTA0,Universidade Anhembi Morumbi - UAM,POLO JUNDIAÍ - Anhangabaú,2000599,Logística,517.08,488.38,,
Tecnológico,Curso a Distância,348.75,1,3,,,20005991005575,Marketing,Jundiai,SP,MzUxMjA0NzI1OTA0,Universidade Anhembi Morumbi - UAM,POLO JUNDIAÍ - Anhangabaú,2000599,Marketing,450.0,476.2,,
Tecnológico,Curso a Distância,348.75,0,1,,,20005991006245,Gestão Financeira,Jundiai,SP,MzUxMjA0NzI1OTA0,Universidade Anhembi Morumbi - UAM,POLO JUNDIAÍ - Anhangabaú,2000599,Gestão Financeira,450.0,,,
Tecnológico,Curso a Distância,348.75,2,3,,,200059911323195,Gestão Comercial,Jundiai,SP,MzUxMjA0NzI1OTA0,Universidade Anhembi Morumbi - UAM,POLO JUNDIAÍ - Anhangabaú,2000599,Gestão Comercial,450.0,450.0,,
Licenciatura,Curso a Distância,348.75,2,5,,,107095811516795,Pedagogia,Osasco,SP,MzUxNTA1NzM0NDAx,Universidade Anhembi Morumbi - UAM,POLO OSASCO - Vila Campesina,1070958,Pedagogia,524.48,497.62,,
Licenciatura,Curso a Distância,348.75,1,1,,,107095811627915,Letras - Língua Portuguesa,Osasco,SP,MzUxNTA1NzM0NDAx,Universidade Anhembi Morumbi - UAM,POLO OSASCO - Vila Campesina,1070958,Letras - Língua Portuguesa,518.96,567.14,,
Tecnológico,Noturno,348.0,2,,,,104752712592593,Logística,Itabuna,BA,MjkwNzAzMTE0ODAy,Faculdade do Sul - FACSUL,FACULDADE DO SUL - UNIDADE II - SEDE - Centro,1047527,Logística,576.6,,,
Licenciatura,Noturno,348.0,1,1,,,703614672263,Letras - Português e Inglês,Atibaia,SP,MzUxMjA0ODA0MTA3,Faculdades Atibaia - FAAT,CAMPUS  - ATIBAIA - Jardim Brogotá,703614,Letras - Português e Inglês,640.36,616.64,,
Licenciatura,Noturno,348.0,1,2,,,70361411204643,Artes VIsuais,Atibaia,SP,MzUxMjA0ODA0MTA3,Faculdades Atibaia - FAAT,CAMPUS  - ATIBAIA - Jardim Brogotá,703614,Artes VIsuais,597.12,484.48,,
Bacharelado,Curso a Distância,347.72,1,,1,,65917812620895,Administração,Fortaleza,CE,MjMwMzAxNjA0NDAw,Faculdade Ateneu - FATE,UNIDADE ACADÊMICA MESSEJANA - Messejana,659178,Administração,585.96,,599.94,
Licenciatura,Noturno,347.5,,,,10,7038331005283,Pedagogia,Joinville,SC,NDIwMjAwODA5MTAy,Instituto de Ensino Superior Santo Antônio - INESA,UNIDADE SEDE - Iririú,703833,Pedagogia,,,536.32,
Licenciatura,Curso a Distância,347.49,,,,1,108456311923215,Pedagogia,Curiuva,PR,NDEwNDAxNzA3MDA5,Faculdade de Telêmaco Borba - FATEB,FATEB - UNIDADE CURIÚVA - Centro,1084563,Pedagogia,,,496.02,
Licenciatura,Curso a Distância,347.49,,,,1,108458611923215,Pedagogia,Ortigueira,PR,NDEwNTAxOTE3MzA1,Faculdade de Telêmaco Borba - FATEB,FATEB - UNIDADE ORTIGUEIRA - Centro,1084586,Pedagogia,,,499.5,
Licenciatura,Curso a Distância,347.49,0,1,,1,65856111923215,Pedagogia,Telemaco Borba,PR,NDEwNTAxOTI3MTA2,Faculdade de Telêmaco Borba - FATEB,CARLOS HUGO WOLFF VON GRAFFEN - Alto das Oliveiras,658561,Pedagogia,497.62,,483.9,
Licenciatura,Curso a Distância,347.49,,,,1,108458711923215,Pedagogia,Tibagi,PR,NDEwNTAxOTI3NTAy,Faculdade de Telêmaco Borba - FATEB,FATEB - UNIDADE TIBAGI - Centro,1084587,Pedagogia,,,450.0,
Tecnológico,Matutino,346.34,2,1,,,65813011814161,Logística,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade VItoriana de Tecnologia - FAVI,UNIDADE SEDE - Barro Vermelho,658130,Logística,597.04,566.68,,
Tecnológico,Noturno,346.34,2,1,,,65813011814163,Logística,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade VItoriana de Tecnologia - FAVI,UNIDADE SEDE - Barro Vermelho,658130,Logística,574.86,567.44,,
Licenciatura,Matutino,346.34,4,3,,,659056917631,Pedagogia,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade do Espírito Santo - FACES,CAMPUS  - VITÓRIA - VERMELHO - Vermelho,659056,Pedagogia,571.62,575.48,,
Licenciatura,Noturno,346.34,2,1,,,659056917633,Pedagogia,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade do Espírito Santo - FACES,CAMPUS  - VITÓRIA - VERMELHO - Vermelho,659056,Pedagogia,569.22,555.02,,
Tecnológico,Matutino,346.34,2,1,,,6590561101481,Marketing,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade do Espírito Santo - FACES,CAMPUS  - VITÓRIA - VERMELHO - Vermelho,659056,Marketing,592.5,577.26,,
Tecnológico,Matutino,346.34,1,1,,,6590561045801,Gestão de Turismo,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade do Espírito Santo - FACES,CAMPUS  - VITÓRIA - VERMELHO - Vermelho,659056,Gestão de Turismo,542.74,540.74,,
Tecnológico,Matutino,346.34,2,1,,,6590561188001,Gestão Hospitalar,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade do Espírito Santo - FACES,CAMPUS  - VITÓRIA - VERMELHO - Vermelho,659056,Gestão Hospitalar,520.92,567.22,,
Tecnológico,Noturno,346.34,2,1,,,6590561188003,Gestão Hospitalar,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade do Espírito Santo - FACES,CAMPUS  - VITÓRIA - VERMELHO - Vermelho,659056,Gestão Hospitalar,557.28,551.82,,
Tecnológico,Matutino,346.34,2,1,,,6590561045761,Gestão da Tecnologia da Informação,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade do Espírito Santo - FACES,CAMPUS  - VITÓRIA - VERMELHO - Vermelho,659056,Gestão da Tecnologia da Informação,575.16,588.42,,
Tecnológico,Matutino,346.34,2,1,,,6590561079381,Gestão Comercial,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade do Espírito Santo - FACES,CAMPUS  - VITÓRIA - VERMELHO - Vermelho,659056,Gestão Comercial,572.72,544.72,,
Tecnológico,Noturno,346.34,2,1,,,6590561079383,Gestão Comercial,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade do Espírito Santo - FACES,CAMPUS  - VITÓRIA - VERMELHO - Vermelho,659056,Gestão Comercial,523.98,531.5,,
Tecnológico,Matutino,346.34,2,1,,,6590561101461,Comércio Exterior,Vitoria,ES,MzIwMzAwOTA1MzA5,Faculdade do Espírito Santo - FACES,CAMPUS  - VITÓRIA - VERMELHO - Vermelho,659056,Comércio Exterior,585.98,556.82,,
Tecnológico,Noturno,346.34,1,1,,,658530715223,Sistema de Informação,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Sistema de Informação,645.9,622.86,,
Tecnológico,Matutino,346.34,2,1,,,658530736761,Redes de Computadores,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Redes de Computadores,633.52,571.82,,
Tecnológico,Noturno,346.34,1,1,,,658530736763,Redes de Computadores,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Redes de Computadores,594.88,584.88,,
Licenciatura,Noturno,346.34,5,4,,,658530467483,Pedagogia,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Pedagogia,562.6,573.58,,
Tecnológico,Noturno,346.34,1,1,,,658530687883,Marketing,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Marketing,588.84,551.52,,
Tecnológico,Noturno,346.34,2,1,,,658530715243,Gestão Mercadológica,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Gestão Mercadológica,565.14,509.4,,
Tecnológico,Noturno,346.34,2,1,,,658530715263,Gestão de Empreendimentos Esportivos,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Gestão de Empreendimentos Esportivos,586.02,515.52,,
Tecnológico,Matutino,346.34,2,1,,,658530687921,Gestão de Recursos Humanos,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Gestão de Recursos Humanos,582.6,546.2,,
Tecnológico,Noturno,346.34,1,1,,,658530687923,Gestão de Recursos Humanos,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Gestão de Recursos Humanos,566.12,556.28,,
Tecnológico,Matutino,346.34,2,1,,,658530715201,Gestão Empreendedora,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Gestão Empreendedora,565.1,477.12,,
Tecnológico,Noturno,346.34,2,1,,,658530715203,Gestão Empreendedora,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Gestão Empreendedora,525.18,510.82,,
Tecnológico,Noturno,346.34,2,1,,,658530844333,Gestão Hospitalar,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Gestão Hospitalar,545.84,517.78,,
Tecnológico,Noturno,346.34,2,1,,,658530844313,Eventos,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Eventos,637.2,561.24,,
Tecnológico,Noturno,346.34,2,1,,,658530690163,Comércio Exterior,Vitoria,ES,MzIwMzAwOTA1MzA5,Instituto de Ensino Superior e Formação Avançada de VItória - FAVI,BARRO VERMELHO - Vermelho,658530,Comércio Exterior,604.16,566.22,,
Bacharelado,Curso a Distância,346.0,0,1,,,108229311599855,Administração,Jau,SP,MzUwNDAyMTI1MzAw,Universidade do Oeste Paulista - UNOESTE,JAÚ - Jardim Estádio,1082293,Administração,561.2,,,
Bacharelado,Curso a Distância,346.0,0,1,,,105570411599855,Administração,Martinopolis,SP,MzUwODAzNjI5MjAz,Universidade do Oeste Paulista - UNOESTE,POLO DE APOIO PRESENCIAL MARTINOPOLIS - Centro,1055704,Administração,450.0,,,
Bacharelado,Curso a Distância,346.0,1,1,,,65781511599855,Administração,Presidente Prudente,SP,MzUwODAzNjQxNDA2,Universidade do Oeste Paulista - UNOESTE,CAMPUS I  SEDE ADMINISTRATIVA PRESIDENTE PRUDENTE - Cidade Universitária,657815,Administração,602.12,536.28,,
Bacharelado,Curso a Distância,346.0,1,1,,,252211599855,Administração,Presidente Prudente,SP,MzUwODAzNjQxNDA2,Universidade do Oeste Paulista - UNOESTE,CAMPUS II - LIMOEIRO,2522,Administração,572.64,564.92,,
Tecnológico,Noturno,345.36,1,1,,,10497271056423,Gestão Pública,Joao Pessoa,PB,MjUwNDAyMjA3NTA3,Faculdade Internacional da Paraíba - FPB,FACULDADE INTERNACIONAL DA PARAÍBA - Tambiá,1049727,Gestão Pública,564.42,567.94,,
Tecnológico,Matutino,345.29,2,3,,,952211848761,Estética e Cosmética,Assis,SP,MzUxMDAzOTA0MDA4,Universidade Paulista - UNIP,ASSIS I - Conjunto Nelson Marcondes,9522,Estética e Cosmética,554.12,461.9,,
Bacharelado,Noturno,345.0,4,3,,,1038437484313,Administração,Goiania,GO,NTIwMzAxMDA4NzA3,Faculdade Lions - FAC-LIONS,UNIDADE SEDE II - Sitio de Recreio Mansões Bernardo Sayão,1038437,Administração,563.82,555.12,,
Tecnológico,Noturno,345.0,1,,2,26,10511412606683,Agronegócio,Jaru,RO,MTEwMjAwNDAwMTE0,Faculdade de Educação de Jaru - UNICENTRO,UNIDADE SEDE - Setor 02,105114,Agronegócio,582.86,,450.0,450.0
Tecnológico,Noturno,345.0,1,,2,26,1051141191643,Gestão Ambiental,Jaru,RO,MTEwMjAwNDAwMTE0,Faculdade de Educação de Jaru - UNICENTRO,UNIDADE SEDE - Setor 02,105114,Gestão Ambiental,532.52,,450.0,450.0
Tecnológico,Curso a Distância,345.0,1,8,,,65851113076315,Gestão Comercial,Florianopolis,SC,NDIwNTAxNjA1NDA3,Faculdade Cesusc,CAMPUS  - FLORIANÓPOLIS - SANTO ANTÔNIO DE LISBOA - Santo Antônio de Lisboa,658511,Gestão Comercial,509.1,450.0,,
Tecnológico,Noturno,345.0,1,2,1,3,105846113314413,Logística,Botucatu,SP,MzUwNDAyMzA3NTA2,Faculdade de Botucatu - FDB,CAMPUS PRINCIPAL - Vila Jahu,1058461,Logística,450.0,450.0,450.0,450.68
Tecnológico,Noturno,345.0,1,2,2,3,105846111823583,Gestão da Qualidade,Botucatu,SP,MzUwNDAyMzA3NTA2,Faculdade de Botucatu - FDB,CAMPUS PRINCIPAL - Vila Jahu,1058461,Gestão da Qualidade,523.5,450.0,450.0,450.0
